unique_id,asin,product_name,product_type,helpful,rating,title,date,reviewer,reviewer_location,review_text
B0007L29LK:not_worth_the_headache:mike,B0007L29LK,iRiver 5 GB H10 MP3 Player Lounge Grey: Electronics,electronics,3 of 3,2.0,Not worth the headache,"June 22, 2006",Mike,USA,"I've had this MP3 player since it came out and, if anyone is still considering getting it, I must advise otherwise.  The MP3 player itself looks and feels great, and the navigational features are very easy to use.  The problem is that the player itself is extremely unreliable.  I have used 3 versions of this player (expecting each time that the player was simply faulty), and all of them glitch up terribly.  I constantly have to take my battery out to reset the player as it will freeze during normal play.  It also freezes half of the time that I try to sync with WMP.  In addition, sometimes it simply refuses to take deleted songs off of my H10's list of tracks (even though they no longer exist on the player).

Finally, iRiver has terrible customer service and they do not even back their own products!  As a owner of two iRivers (H10 and the 120), I have seen for a while how they function: they will offer updates for their faulty firmware for about a month, and then they leave that product to produce a new one.  It seems like they have a new Mp3 player being introduced every few months.  Their customer service is extremely hard to get a hold of, and if you do, they will simply say you need to send it to the factory (occasionally you will get a rep that will actually send you a brand new one for free, though).

Be smart, stick to a Creative, the new Toshiba Gigabeat S, or (clench your fists) an iPod"
"B0006G0II2:disappointing_producet:r._oshiro_""raymondo""",B0006G0II2,Eton FR300 Emergency Crank Radio Metallic Silver: Electronics,electronics,,1.0,disappointing producet,"November 3, 2006","R. Oshiro ""Raymondo""",Hawaii,"Does not live up to expectations.  Sound is tinny.  Hard to find stations, very narrow band of reception...plan to purchase a grundig"
"B000F5IBCO:you_get_what_you_pay_for:b._gravel_""bgrav""",B000F5IBCO,"Mustang MT-ARM1 Cantilever/Arm Mount 13-24"": Electronics",electronics,4 of 5,2.0,You get what you pay for,"August 8, 2006","B. GRAVEL ""bgrav""","Cambridge, MA USA","I ordered this mount for a Sharp 20 inch LCD and it's not that great. It was very easy to install, however, the arm when fully outstretched does not sit level. Thus when the TV is pulled away from the wall, the set is not level and very annoying to look at. I don't believe this is a fault in the actual part, but the design of the arm. This was relatively inexpensive for a wall mount - and you get what you pay for"
"B00004Z6ON:poorly_made,_instructions_unclear,_may_have_damaged_my_laptop:michael_c._berch",B00004Z6ON,Kensington 64032 Master Lock Universal Notebook Security Cable (Black): Electronics,electronics,2 of 2,1.0,"Poorly made, instructions unclear, may have damaged my laptop","August 19, 2006",Michael C. Berch,San Francisco Area,"I'd recommend selecting a different security cable product, especially if you have a PowerBook or MacBook. This one is poorly made, even more poorly documented, and may have permanently damaged my PowerBook G4. (Yes, the product web site claims this model is compatible with the PB  G4.) 

It's unclear from the cryptic instruction diagram on the back of the packaging which direction is locked and which is unlocked. (Hey, would it be so bad to actually use *words* to explain things? Even in 4 or 5 languages if you like. The diagrams make no sense.)

In the process of trying to get this to work, it appears that the locking teeth chewed up the security slot of my PowerBook. It may have permanently damaged the slot. Needless to say, I will attempt to return the product for a refund. 

There are plenty of similar products on the market, including others avaiable through Amazon. I'd suggest trying one of those."
"B00005UPF6:this_is_a_bad_product,_waste_your_money_on_something_else.:adam_dluzniewski",B00005UPF6,Koss EQ50 3-Band Stereo Equalizer: Electronics,electronics,2 of 4,1.0,"This is a bad product, waste your money on something else.","January 3, 2006",Adam Dluzniewski,,"Total garbage. No only this thing is huge, bigger than most mp3 players and it doesn't have a belt clip or anything, it sounds awful, absolutely horrible. The hiss others complained about is very loud, it also picks up all sorts of interference resulting in beeping, buzzing and all kinds of high pitched noises. Besides the hiss and the interference the sound is horrible, low dynamics and distorts easily. This is a bad product that should be taken off the market. It's not even worth the price here. Heck, even $1.99 would be a waste of money. Avoid"
B0009N5MDI:wireless_headphones:m._garib,B0009N5MDI,"Logitech 980397-0403 Wireless Headphones for iPod, Gray: Electronics",electronics,,2.0,Wireless headphones,"November 18, 2006",M. Garib,"Newark, New Jersey USA","It is a great idea, with a few qualifiers.
I have found that the forward and reverse buttons don't function for my video ipod or for my niece's nano (maybe it would for a non-apple mp3 player?).  I have to pair the device to the Ipod every time I turn it on.  The bluetooth transponder will drain the ipod's battery even though it has it's own battery.  Sound quality is decent."
B0009N5MDI:a_certainty_for_breaking_into_pieces!:francis_yap,B0009N5MDI,"Logitech 980397-0403 Wireless Headphones for iPod, Gray: Electronics",electronics,0 of 1,2.0,A Certainty for Breaking into Pieces!,"October 3, 2006",Francis Yap,,"It was great at first until the connector to iPod break by itself.  The bluetooth signal wasn't the best, it loses signal constantly.  I had to re-sync and paired it up several times over a month period.  The high price iMuffs MB210 from WI-GEAR gives a better promise with the ability to stop your iPod music and take a cellphone call with noise canceling microphone.  Its Bluetooth adapter fits cleaning on iPods with dock connectors, likely will not break as easily.  I sure hope Logiteh will follow suit in this trend"
"B000068BUI:bad_connectors:q._zuber_""q""",B000068BUI,Labtec AC10REGN 20-foot Headphone Extension Cord with Miniplug and 3.5mm Jack: Electronics,electronics,14 of 17,2.0,Bad connectors,"December 17, 2005","Q. Zuber ""Q""",Colorado,The sound crackles if the cord bends a bit at the connector. All around poor quality and construction. I'm thinking about returning it..
B00077IGZ2:how_can_this_not_have_a_built_in_microphone:m.d.,B00077IGZ2,Logitech QuickCam Chat Web Camera (White): Electronics,electronics,3 of 4,1.0,how can this not have a built in Microphone,"August 10, 2006",M.D.,"San Francisco, CA",It's Logitech...it should have a built in Microphone.  instead there's a small head set.  don't buy this.  spend a little more for a built in microphone
B000F2PHDI:good_tv_but_..:m._turner,B000F2PHDI,"Samsung HL-S6187W 61"" 1080p DLP HDTV: Electronics",electronics,7 of 10,1.0,Good TV but ..,"November 22, 2006",M. Turner,ohio,"I have had this TV for less than 90 days and bulb has burned out, I called Samsung support and the bulb is covered by warranty.  They said they would send my phone number to service center and they would contact me in no more than 72 hours.  72 hours later still no call, I again called Samsung and they said they would contact the service center again and I would be called in 24 hours, still no call.  This was repeated 5 times and each time I asked to be referred to another center but was told none existed in my area.

Fianlly after 6 calls, Samsung referred me to another center.  I then called them and they sent up an appointment 3 days later.  Day of appointment technician called and told me from the problem I described when I made the appointment I needed a new bulb (duh) and he had ordered one this morning and would call to make another appointment once they received the bulb. I specifically asked if they had the bulb in stock when I made the appointment.  Why they didn't order the bulb when they first set up the appointment, I don't know.  I called Samsung again and was told bulbs are usually shipped within a week of the order.  Neither the words usually or week improved my impression of their support. My fear is that when the technician comes out to change the bulb he will find another part he has to order and I am back on the Samsung support merry-go-round again. 

Now I realize that even though the set does (did) have a good picture etc, if you can't see it, it doesn't matter. I now have a very expensive paperweight. For me Samsung support has been a black hole and I have yet to see any results after two weeks and no hope in sight for the near future.  What happens after the warranty is over and I have to pay for a new bulb every three months?  If this sounds like I am not very happy with the situation that is the truth.  I am tired of Samsung and the service centers being sorry for the problems and delays but then telling me there is nothing they can do at this point.  I agree, you solve the problem by doing the right thing the first time or the second time or third time etc I am hoping maybe the eighth time is the charm with my Samsung experience."
B0007VMROE:bad_product__/_bad_company:j._hill,B0007VMROE,Palm Tungsten E2 Handheld: Electronics,electronics,11 of 12,1.0,BAD PRODUCT  / BAD COMPANY,"October 3, 2006",J. Hill,,"This is the third Palm PDA I have owned.  I bought the E2 directly from Palm after my previous palm died. It simply quit shortly after the warranty expired. Telephone support is poor and expensive.  After research this is a common problem.  

My employer pays for PDA's for executives and since I approve of all of these products, I will hereafter not allow any purchase of any Palm product based on falty products, poor customer support and extremely poor customer support."
B0001BXVA4:never_got_past_installation_setup-customer_service_bad:h._beachum,B0001BXVA4,Netgear USB Mini Print Server (PS121): Electronics,electronics,1 of 1,1.0,Never got past installation setup-customer service bad,"November 1, 2006",H. Beachum,"Atlanta, GA","I am somewhat computer savvy - I understand the the IP address assigned in installation needs to match what my own router assigned for an ip address.  They don't match and I can't figure out how to change it.  I called Netgear 4 days ago for help and they said their ""senior tech"" would have to call me back.  Still waiting for that call.  Back to Staples it goes.  The installation appeared successful, but whenever I try to print, it says ""error - printer is busy""  The so-called instruction manual for this is laughable.  IF you're not an advance level IT person, don't try it"
"B0001BXVA4:easy_installation,_but_stop_working_after_4_months:lansing-omaha_""ht""",B0001BXVA4,Netgear USB Mini Print Server (PS121): Electronics,electronics,3 of 3,2.0,"easy installation, but stop working after 4 months","June 21, 2006","Lansing-Omaha ""ht""",,"I bought this print server back in December 2005. I used it with my All-in-One Brother printer MFC-4800. The installation was easy. It worked great......for 4 months. Then...then... it just stoped working after 4 months. I tried to disconnect and reconnect the power, Ethernet cable etc...nothing helped. 
May be I just got a bad product"
B000BOK3AM:don't_buy_-_take_your_cash_elsewhere:s._shulman,B000BOK3AM,Shower Radio/Alarm Clock (WY521): Electronics,electronics,7 of 7,1.0,Don't Buy - Take Your Cash Elsewhere,"July 18, 2006",S. SHULMAN,,"I had the same problems as already stated. I am currently having the volume issue as well, and yes my batteries are weak (the light is on).

The first unit I bought lasted two weaks and then there was no sound at all. I called Sharper Image and they agreed to send a replacement. I waited two weeks and nothing. I called again and they had no record of my previous phone call. They did send a replacement and told me it would be sent overnight if ""deemed appropriate by management."" It was not shipped overnight.

Bottom line - this product is awful. Do not buy - I regret it! It is worth it to spend more money on a different product. This only has a 90 day warranty and it doesn't last quite that long."
B00004WFZP:beware_of_used_typewriters:donna_purvis,B00004WFZP,Brother ML-100 Daisy Wheel Electronic Typewriter: Electronics,electronics,10 of 20,1.0,Beware of used typewriters,"August 29, 2003",Donna Purvis,"Bonita Springs, FL United States","I waited 10 days for this to arrive. The first time I plugged it in it ran for 2 minutes.  I typed Dear and the machine typed wcm""  When I tried  to erase wcm"" the erase mechanism did not work. I turned the machine off and when I switched it back on the carriage went to the far left and will not move, ie I cannot type or use the machine in any way. When the machine came two of the keys were knocked loose and I had to stick them back on. Now when I look at the machine I can see it is assymetrical...there is a 1/4 gap in the base, so it must have been dropped or damaged somewhere.  This is not acceptable but I have no way to contact whoever Mstasad is.  I have a huge project to do over the labor day weekend but I don't have a typewriter that works.  I feel cheated and am very upset.."
"B0002F3G7M:didn't_work_for_me:jiwon_youm_""sauron82""",B0002F3G7M,Linksys High Gain Antenna Kit for TNC Connectors HGA7T: Electronics,electronics,0 of 2,2.0,didn't work for me,"September 27, 2006","Jiwon Youm ""sauron82""","Philadelphia, PA","I got 0~1 bars on my wifi detector and hoped that this would help.  But it didn't get any better.  You'll have to get some decent signal beforehand in order to get this antenna to make things better for you, I suppose."
"B00005T3EJ:usefull_information:thomas_rushing_""sunshine1012""",B00005T3EJ,Monster Cable MB AA 1850-4 Ultra-High Capacity Rechargeable Monster PowerCells: Electronics,electronics,4 of 5,1.0,Usefull Information,"March 5, 2004","Thomas Rushing ""sunshine1012""","Washington, D.C.","I bought these batteries on what was writen on their packaging. It was not true to what was said. These batteries died after only 25 minutes in my digital camera. And a set of Duracell Ultras, that are not rechargeable, lasted longer. Do not always believe what you read. Make sure you have the ability to return items. And is with this case, they went back. I went with a set of energizers. And they last much longer, with the power being the smae as these 1800mah monster brand"
"B0009F4ORQ:worked_for_a_while,_but_not_that_great:harpoon_""harpoon""",B0009F4ORQ,Creative Zen Nano Plus 1 GB MP3 Player Red: Electronics,electronics,3 of 4,2.0,"Worked for a while, but not that great","August 6, 2006","Harpoon ""Harpoon""","Mukilteo, WA USA","I purchased the Zen Nano four months ago.  It was working then total system failure.  At first I thought the battery was dead, but a new battery didn't help.  The screen would flash on and then off.  It will not boot up.  Plugging it into the computer did no good, it could not be reconized or accessed.  It goes in the trash.  In addition when it was working the shuffle mode would only play some of the songs stored.  Also, the output volumn was to low.  I would use it while riding my bike and it needs to be loud enough to hear it over the road noise, it wasn't up to the task.  Now it is landfill"
"B0001GU8MI:worked_for_1_year,_but_i_am_trying_a_logitech_now:gilberto_misawa",B0001GU8MI,Targus PAWM001U Wireless Optical Mouse/Pointer/Presenter: Electronics,electronics,0 of 1,2.0,"Worked for 1 year, but I am trying a Logitech now","August 17, 2006",Gilberto Misawa,"S�o Paulo, Brazil","I had to buy a new one, and I chose another brand (Logitech) this time. 
There is no On/Off button, so the batteries run out if you don't take them out (I think the buttons are pressed during transportation). Now the battery contacts are not functioning properly. 
And I had the same problem described in a recent review: ""I'll click three or four times and nothing happens. Then, I'll click and the slides go in fast forward until the end. It's quite embarrassing to be giving a professional presentation and have this happen."""
B0001GU8MI:awful:e._patterson,B0001GU8MI,Targus PAWM001U Wireless Optical Mouse/Pointer/Presenter: Electronics,electronics,5 of 7,1.0,Awful,"February 6, 2006",E. Patterson,,"Do not buy.  This may be the worst product I've ever bought.  It has never worked properly.  I've kept fresh batteries in it, but it's still no good.  Within 10 feet of the laptop, I'll click three or four times and nothing happens.  Then, I'll click and the slides go in fast forward until the end.  It's quite embarrassing to be giving a professional presentation and have this happen.

Awful product.  Believe the bad reviews.  It's worse than they describe.

The only positive thing I can say about the product is that it doubles nicely as a cat toy.  My cat loves the laser pointer"
B0001GU8MI:quite_possibly_the_worst_mouse_in_the_history_of_all_mice!!!!!:daniel_park,B0001GU8MI,Targus PAWM001U Wireless Optical Mouse/Pointer/Presenter: Electronics,electronics,4 of 6,1.0,QUITE POSSIBLY THE WORST MOUSE IN THE HISTORY OF ALL MICE!!!!!,"February 1, 2006",Daniel Park,,"DO NOT BUY THIS MOUSE! 
This mouse has given me nothing but frustration.

1. The front of the mouse where the buttons are located is extremely low, causing a muscle strain in your hand if you use it for long periods of time.

2. Battery life is horrible. Like 2 weeks...

3. When your mouse is idle for 8 minutes, it goes into an automatic sleep mode. The manual says to touch the metal lines on the side to ""revive"" it but when I do it simply freeze the cursor on the screen. So I have to reboot my computer.

Absolutely the worst!!"
B0001GU8MI:worked_for_only_3_months:ross_m._rolirad,B0001GU8MI,Targus PAWM001U Wireless Optical Mouse/Pointer/Presenter: Electronics,electronics,0 of 2,1.0,Worked for only 3 months,"December 9, 2005",Ross M. Rolirad,"Kapolei, HI  USA",I bought one of these.  It worked OK about three months and then just quit.  I do not recommend for anyone else
B000BBGCJQ:was_not_able_to_record_longer_songs:guenter_weissenseel,B000BBGCJQ,Gemini iKey Portable USB Recording Device: Electronics,electronics,1 of 1,1.0,Was not able to record longer songs,"November 10, 2006",Guenter Weissenseel,,"I tried it with 3 differnt usb sticks and I could sometiems successfully record a 3 minute songs, but most of the time it failed. I tried to record with an ipod - no success and also with 2 different external usb harddrives. 

I'm very glad that amazon took this unit back.

I would not recommend this unit."
B0007WCA4K:took_it_back:david_c._martin,B0007WCA4K,"Toshiba 27AF45 27"" Flat Screen TV (Silver): Electronics",electronics,4 of 6,2.0,took it back,"July 20, 2006",David C. Martin,East Tennessee,Got it home and it had poor focus. The center was ok but the sides were definitely out of focus. the next morning the focus problem was gone. Go figure. The big problem for me was the time it took to  change channels. A full 3 seconds. Went back to the store and found this is a common problem with tube tvs. Well I took it back and went to Walmart and got a Sanyo HT27546 for $270. Good set with quick channel change. It also has an optical digital outputwhich the Toshiba did not. The Sanyo also has a full one year warrenty. Sound on both TVs is fine. A small point. The Toshiba can not be set up to go to closed caption when you hit Mute
B00009EFRB:have_an_ibook?_don't_buy_this_lock!:karl_rahder,B00009EFRB,Targus PA492U DEFCON VPCL - Video Port Combination Lock: Electronics,electronics,,1.0,Have an iBook? Don't buy this lock!,"October 18, 2006",Karl Rahder,"Baku, Tbilisi, Chicago","I posted a review two weeks ago, but it hasn't appeared, so I'm trying again...I bought this lock two years ago.  It has always been difficult to remove.  (Note:  despite what some other reviewers seem to think, it does NOT have a motion detector - that's a different lock.)  Recently, the lock decided to remain firmly inside my iBook, despite my efforts to remove it.  After a fruitless call to Targus's customer support, I finally got it out.  That took over 30 minutes of struggle.  My next step was going to be purchasing a hack saw.  Apparently, the Targus lock is not a good fit for iBooks.  I'm going to send mine back and demand compensation.  If you own an iBook, I strongly suggest you buy a lock made by someone other than Targus"
"B000BBAKSA:piece_of_junk:loren_woirhaye_""malibumentor.com""",B000BBAKSA,Logitech QuickCam Orbit MP Webcam ( 961422-0403 ): Electronics,electronics,,1.0,Piece of Junk,"November 1, 2006","Loren Woirhaye ""MalibuMentor.com""","Topanga, CA United States","Mine didn't work out of the box.  Just my experience.  I am taking this thing back to the store tomorrow.  I returned another crappy webcam today to buy this,  so you can imagine how irritated I am with the lame quality of these things"
B0001WW398:good_idea_not_so_good_product:d._l._shaughnessy,B0001WW398,Griffin Technology 4020-TALK iTalk Voice Recorder for iPod: Electronics,electronics,2 of 4,2.0,good idea not so good product,"March 17, 2006",D. L. Shaughnessy,Oklahoma,as far as using the ipod as a recorder I think an actual digital recorder would get better sound. The italk picks up  all ambient sound. I have even used it with an external mic and still not wowed with the clarity
B00079V9XG:not_suitable_for_use_in_a_moving_vehicle:cosmic_renardo,B00079V9XG,Garmin iQue M5 Integrated Pocket PC and GPS: Electronics,electronics,2 of 5,2.0,Not suitable for use in a moving vehicle,"August 19, 2006",Cosmic Renardo,"Zurich, Switzerland","It's partly my fault, of course. I bought this to use on my motorcycle. I thought the small size, especially the flat body, would fit nicely into the top of a tank bag. I also bought a special handlebar mount for it. Unfortunately, I've had nothing but trouble with it. It's slow to acquire satellites and to recalculate routes. Whether you're driving a car or a motorcycle, it's not up to the task of keeping pace with changes in your route. Maybe it was intended for pedestrians only. The user interface for the GPS is not intuitive (at least, not for me), Worse still, it freezes often when trying to download maps and when deleting stored routes. The Garmin helpline in the UK could only tell me to reset the machine each time. Not very helpful. My guess is that the combination of palm PC and GPS was too much for Garmin to handle. They should probably just stick to GPS."
B00008SB1D:hate_it...:paper_pieces,B00008SB1D,Belkin TuneCast Mobile FM Transmitter: Electronics,electronics,2 of 2,1.0,Hate it...,"November 12, 2006",Paper Pieces,,"I use it for my Zen MicroPhoto and it does not work at all.  It has the lowest battery life, used it for twenty mintues and it started to get worse and worse.  There is no possible way of getting rid of the static unless you are the MP3 player below the transmitter, which is obviously dangerous while driving.  You can only tune it to four stations which are 88.1, 88.3, 88.5 and 88.7 which is absolutely pointless approach to an FM transmitter.  I seriously regret every buying this transmitter"
B00008SB1D:it'll_do_in_a_pinch:bsxx,B00008SB1D,Belkin TuneCast Mobile FM Transmitter: Electronics,electronics,,2.0,It'll do in a pinch,"September 20, 2006",BSXX,,"It'll do in a pinch....but I hope there are better options. 

At times the sound is clear, however, most of the time the static is either 1) just annoying or 2) the static is so loud and piercing that you have to turn it off. 

I hope there are units that broadcast a stronger signal, or have another way to connect, in order to provide a constant tolerable sound quality. I would recommend spending some more money to get a reliable device."
B0006A7X36:out_of_the_box_and_didnt_connect_to_the_internet:s._gale,B0006A7X36,Belkin F5D8230-4 Wireless 802.11x Pre-N Router: Electronics,electronics,,1.0,out of the box and didnt connect to the internet,"November 10, 2006",S. Gale,Germany,"I've spent over two hours tweaking this, and over an hour on the phone with customer support.  The thing still wont connect to the internet.  Don't get me wrong, the lights light up and my laptop can connect to the ROUTER, but the router wont connect to the internet.
Belkin tech support told me to send it back.  I will and I think I will try the Dlink Pre N."
B000EXS1BS:disappointed:tim_tapio,B000EXS1BS,Garmin Nuvi 360 Pocket Vehicle GPS Navigator and Personal Travel Assistant: Electronics,electronics,15 of 21,2.0,Disappointed,"November 15, 2006",Tim Tapio,"Raeford, North Carolina United States","Thinks my street is 50 feet before it actually is, therefore recalculates before the turn.
If I go a different route, it continually tries to get me to make a ""U"" turn.
Instead of shortest or fastest route, it may pick one that is very roundabout (you should see how it wants me to drive home from work).
Maps need to be updated more often.  Street Atlas or Streets and Maps do a better job of being updated...I'd use them except I don't want to tie up a PC just to drive across town.
It might work well for cross country, for me, it's an expensive toy that I have yet to develop trust in."
"B0006A2SNG:second_one_just_quit_working:keith_white_""visit_http://www.keithwhite.us""",B0006A2SNG,First Alert MotionSense PIR720R Light Control: Electronics,electronics,1 of 1,2.0,Second one just quit working,"August 31, 2006","Keith White ""Visit http://www.keithwhite.us""","Lincoln, Ne","This thing works well until a bulb blows out. When I replace the bulb, it will not turn off after 4 minutes and I end up having to replace it"
"B0002CZPPG:dont_buy_this_here_!!!!!!!!:e._apostolo_""ed""",B0002CZPPG,iTunes $15 Prepaid Card: Electronics,electronics,16 of 17,1.0,Dont buy this here !!!!!!!!,"May 20, 2006","E. Apostolo ""Ed""","Miami, Florida United States","I knew I had to pay shipping for this cards ($5) so I decided to buy 4 at once, what was my surprise that at checkout they wanted to charge me five dollars shipping for each card eventhough they were going to be ship together I decided not to buy them anymore. They lie telling you that you are saving a huge 1% but at the end you pay almost 20 dollars for each card that is more or less 35% more than anywhere else. Its a shame that they try to rip you off that way. BUY THEM AT THE APPLE STORE ON LINE, NO SHIPPING FEE !!!!!!!! YOU PAY ONLY FACE VALUE NOT A CENT MOR"
B0002CZPPG:why_oh_why???:robert_evans,B0002CZPPG,iTunes $15 Prepaid Card: Electronics,electronics,5 of 17,1.0,WHY OH WHY???,"December 20, 2005",Robert Evans,"Santa Monica, CA USA",Why does a 15.00 gift card cost 24.00? I was going to get one but first someone explain this to me? Is the card itself made out of gold? Whaz up wit dat
"B00069ECVI:wonderful_drive,_if_it_only_lasted:gradstudent_""john""",B00069ECVI,Seagate 5.0 GB Pocket External Hard Drive ST650211U-RK: Electronics,electronics,5 of 6,2.0,"Wonderful drive, if it only lasted","April 2, 2006","GradStudent ""John""",Ohio,"I loved my little Seagate 5.0GB drive, even after the first one crashed and burned. But the second time, I cannot forgive. I carried it everywhere in my pocket, and maybe that was part of the problem, but if it can't handle that then it is no good to me. Solid state memory, here I come"
B000ETTFRG:this_product_stinks:chris,B000ETTFRG,SanDisk SDMX4-6144 Sansa e270 6 GB MP3 Player with SD Expansion Slot: Electronics,electronics,11 of 30,1.0,This product stinks,"November 21, 2006",Chris,,"I dislike ipods so i figure I try something else and hope for the best..Unfortunately I was wrong
Itunes and Ipods are definitely much better..
Basically this device is a cheap piece of crap and it seems like Sandisk's approach is WYSIWYG..disappointing

PROS:
- long battery life
- email tech support is quick and good but website support sucks bad

CONS:
- it's easy to setup but instruction manual is useless
- buttons are rigid and miniature and difficult to press with a skin on
- wheel is very stiff and offers very little functionality
- software is buggy and terrible
- freezes occasionally
- navigating through menus stutters and lags
- boot time is 10 seconds
- video mode has no options
- needs serious firmware updates
- time is listed only in settings menu = useless
- tons of issues with playlists getting erased or not working properly
- every firmware update erases all your settings, including radio presets
and the list of issues goes on and on...

anyone who has reviewed this product positively obviously didnt do a thorough job because these issues exist and its definitely irritating
I am extremely disappointed and will never buy a sandisk player ever again

My suggestion is to try it out thorougly before buying..so you dont make the same mistake I did and trust other people's lopsided reviews.."
"B0007YG8JQ:rma_issued:bryan_""pyle112""",B0007YG8JQ,Anycom Bluetooth Mouse & USB Adapter Bundle: Electronics,electronics,,2.0,RMA issued,"March 23, 2006","Bryan ""pyle112""","New York, NY United States","The mouse worked well with my chipset, but beaware that earlier bluetooth chipsets do not have the power to work with this mouse, although the dongle that is bundled with this is excellent.
The mouse was very difficult to use and unresponsive at times, requiring multiple clicks to choose items.  It was sluggish across the screen and very insensitive, even after maxing out all the mouse settings in either direction.  
Looking through the forums at Anycom informed me that many people had a similar problem and RMA's were being issued.  Considering that these problems arose earlier last year, I was upset that I was sold a defective product. I just send my mouse back to Newport, California for a replacement. 
The features are solid, the size is acceptable but prone to cramping at first.  For a travel mouse it is exceptional, being rechargeable via USB.  Usuage with the USB cable attatched is OK but somewhat awkward as the cable comes from the ""head"" of the mouse, not the ""tail.""
Would I buy again? only if I didn't find another product that was rechargeable, bluetooth and optical."
B00005B60E:disappointing:elg476,B00005B60E,Polycom Soundpoint Pro SE-220 2-Line Conference Phone with Caller ID: Electronics,electronics,0 of 1,1.0,disappointing,"August 23, 2005",elg476,"Raleigh, NC, USA","I bought this phone for a work-at-home situation.  I then discovered that the maximum number of characters I could enter into  a speed dial entry (the number itself, not the name) is 24 characters.  A telephone calling card number is 25 characters long, 26 if you program a pause (a space, for this phone) between the phone number and the card id/pin.  When I called Polycom about it, I was told that not everyone uses calling cards.  Funny.  I've been issued a calling card at every company for which I've worked (going back 25 years).  This is the only phone I've ever owned (well, since the 80's) into which I could not program my calling cards.  Pretty basic stuff for product marketing and development people to miss.

On top of that, when I try and enter the calling card number and card id by hand, it never ""takes"" on the first try: the network doesn't recognize the card id and pin the first time I enter them.  I have to do it twice (I've tried this a number of times, and it's consistent).

For that matter, the sound quality, especially through the headset (also purchased from polycom) is not that good.  Of course, that could be because the headset jack is ""loose.""  You can easily move the jack from side to side, which makes the sound quality even worse. 

I regret having made this purchase.  I'm going to scrap it and look for a new one from a different manufacturer.  The only reason I gave it one star is because the site interface here won't let me give it no stars"
"B0000AAAPF:wow,_i_should've_done_research.:j._malone",B0000AAAPF,Griffin White iTrip FM Transmitter for iPod: Electronics,electronics,,1.0,"Wow, I should've done research.","October 18, 2006",J. malone,"Arcata, CA",This thing sucks.  I wasted my money.  No more Griffin products for me
"B0000AAAPF:fm_transmitter:crystal_k._tran_""crystal_k_tran""",B0000AAAPF,Griffin White iTrip FM Transmitter for iPod: Electronics,electronics,1 of 3,1.0,fm transmitter,"July 24, 2006","Crystal K. Tran ""Crystal K Tran""","San Diego, CA USA",The transmitter doesn't work. I tried everything I could think of to try and make it work but it doesnt
B0000AAAPF:misleading_product_description:kimberly,B0000AAAPF,Griffin White iTrip FM Transmitter for iPod: Electronics,electronics,4 of 4,1.0,misleading product description,"July 19, 2006",Kimberly,"Salt Lake City, UT USA","This item said that it is compatible with all ipods but it is not.  It is only compatible with the ""old"" ipods.  Evidently there is a difference in some of the more recent ipods and this itrip doesn't work with them.  We had to return the product"
B0009B0JWE:simply_unacceptable!:the_office_guy,B0009B0JWE,Altec Lansing 2-PIECE Music & Gaming Speakers Black Stero Satellite Speakers: Electronics,electronics,0 of 1,1.0,Simply unacceptable!,"June 11, 2005",The Office Guy,"Fort Lauderdale, Florida, USA",I just got these at a local store and they just really blow!!! I was swayed by the brand name and the great price (although higher than Amazon). It's true when they say you get what you pay for... rock-bottom price = rock-bottom performance. Terrible to say the least. Mine are going back right now.
B0001LQG9C:warning_check_battery_and_bad_customer_service:4girls,B0001LQG9C,VTech ip5850 5.8 GHz DSS Cordless Phone with Dual Handsets and Digital Answering System: Electronics,electronics,6 of 6,2.0,Warning check battery and bad customer service,"April 20, 2006",4girls,MD,"Mine worked great for the first few months, then I started getting the ""warning, check battery"".  If you take the batteries out and reinsert, it works for a few hours but then the same warning message comes up.  It happened on both headsets.  I called customer service and they told me this is the first time they've ever heard that (uh huh - doesn't sound like it from the reviews here).  A little too expensive to replace yearly.."
"B0007T27D2:nice_feel,_but_terrible_tracking--huge_lag_time:frequent_amazon_shopper",B0007T27D2,Kensington 72414 PilotMouse Bluetooth Mini Mouse (PC/Mac): Electronics,electronics,,2.0,"Nice feel, but terrible tracking--huge lag time","October 28, 2006",Frequent Amazon Shopper,New Hampshire,"I've had this mouse for about a month...use it with my Mac G4 at home...and I'm exhausted. It feels very nice in the hand and I really like the scrolling ball feature (hence the 2 stars), but it's just not predictable. Sometimes it glides along smoothly, most other times it tracks across the monitor like you're mousing over pebbles. I've tried a number of different surfaces: desktop (light woodgrain); smooth, medium gray fabric mouse pad; mouse pad made specifically for optical mice (better than the other two) and I have even tried picking the thing up and shaking it to knock it into submission--to no avail. It still lags and I have a hard time honing in on an object to select it (or to check a box or pick up a puzzle piece in a jigsaw puzzle...)

I use Photoshop and other mousing intensive apps all day at work and at home and I need a mouse that is precise (for silhouetting, etc.). This just isn't it. You shouldn't have to think about mousing when you're doing it, it should just happen--immediately and smoothly, corded or cordless. And a ""newer"" technology should work better that a gummed up ""old"" tracking ball mouse!

Maybe it doesn't like my older Mac. Maybe it's the bluetooth adapter. Whatever it is, it's not working...

I'll be trying the Logitech MX1000 next. It has a recharging base and is Laser (instead of optical). I'm hoping the higher price will translate into better performance"
